"firstname";"sex";"spread";"med";"count";"position";"year"
"Borisov";"m";0.5;1.5;2;1;2015
"Borisov";"m";0.5;1.5;1;1;2016
"Borisova";"w";0;1;1;1;2010
"Borisova";"w";0;1;1;1;2014
"Borisovič";"m";0.25;1;1;1;2011
"Borisovič";"m";0.25;1;1;1;2013
"Borisovič";"m";0.25;1;1;1;2014
"Borisovič";"m";0.25;1;2;1;2015
"Borisovna";"w";0;1;1;1;2012
"Borris";"m";0;1;1;1;2014
"Borys";"m";0;1;1;1;2015
"Borys";"m";0;1;1;1;2018
"Boschra";"w";0;1;1;1;2015
"Boshidar";"m";0;1;1;1;2017
"Boshra";"w";0;1;1;1;2013
"Bosse";"m";2;1;1;1;2010
"Bosse";"m";2;1;1;1;2011
"Bosse";"m";2;1;1;1;2012
"Bosse";"m";2;1;3;1;2013
"Bosse";"m";2;1;3;1;2014
"Bosse";"m";2;1;1;1;2015
"Bosse";"m";2;1;4;1;2016
"Bosse";"m";2;1;1;1;2018
"Botaina";"w";0;1;1;1;2016
"Botan";"m";0;1;1;1;2011
"Botan";"m";0;1;1;1;2012
"Botan";"m";0;1;1;1;2015
"Botan";"m";0;1;1;1;2016
"Botan";"m";0;1;1;1;2018
"Botho";"m";0;1;1;1;2018
"Botond";"m";0;1;1;1;2010
"Botond";"m";0;1;1;1;2012
"Botond";"m";0;1;1;1;2013
"Boualem";"m";0;1;1;1;2016
"Boubacar";"m";0;1;1;1;2011
"Boubacar";"m";0;1;1;1;2014
"Boubacar";"m";0;1;1;1;2017
"Boubacar";"w";0;1;1;1;2010
"Boubou";"m";0;1;1;1;2016
"Bouchra";"w";0;1;1;1;2010
"Bouchra";"w";0;1;1;1;2016
"Bounthavy";"m";0;1;1;1;2011
"Bourhane";"m";0;1;1;1;2014
"Bousriou";"m";0;1;1;1;2016
"Bousso";"w";0;1;1;1;2016
"Boutaina";"w";0;1;1;1;2010
"Boutaina";"w";0;1;1;1;2011
"Bouzid";"m";0;1;1;1;2010
"Bowen";"w";0;1;1;1;2015
"Bowie";"m";0;1;1;1;2014
"Boy";"m";0;1;1;1;2011
"Boy";"m";0;1;1;1;2014
"Boyanov";"m";0;1;1;1;2016
"Boyi";"m";0;1;1;1;2012
"Boyu";"m";0;1;1;1;2016
"Bozan";"m";0;1;1;1;2014
"Bozan";"m";0;1;1;1;2016
"Bozhidar";"m";0;1;1;1;2014
"Bozhidar";"m";0;1;1;1;2017
"Bradley";"m";0;1;1;1;2012
"Brahim";"m";0;1;1;1;2013
"Brahim";"m";0;1;1;1;2018
"Braian";"m";0;1;1;1;2010
"Bram";"m";0.25;1;1;1;2011
"Bram";"m";0.25;1;1;1;2013
"Bram";"m";0.25;1;2;1;2015
"Bram";"m";0.25;1;1;1;2016
"Brandey";"w";0;1;1;1;2011
"Brandon";"m";1;1.5;2;1;2010
"Brandon";"m";1;1.5;3;1;2011
"Brandon";"m";1;1.5;1;1;2012
"Brandon";"m";1;1.5;2;1;2013
"Brandon";"m";1;1.5;1;1;2014
"Brandon";"m";1;1.5;1;1;2016
"Brandon";"m";1;1.5;1;1;2017
"Brandon";"m";1;1.5;2;1;2018
"Branimir";"m";0;1;1;1;2014
"Bratislava";"w";0;2;2;1;2010
"Brave";"w";0;1;1;1;2012
"Brave";"w";0;1;1;1;2016
"Braxton";"w";0;1;1;1;2013
"Bray";"m";0;1;1;1;2010
"Brayan";"m";0;1;1;1;2017
"Brayden";"m";0;1;1;1;2010
"Brayhan";"m";0;1;1;1;2015
"Braziliana";"w";0;1;1;1;2017
"Brean";"m";0;1;1;1;2015
"Breavecey";"m";0;1;1;1;2013
"Brenda";"w";0;1;1;1;2016
"Brendo";"m";0;1;1;1;2011
"Brendon";"m";0;1;1;1;2011
"Brendon";"m";0;1;1;1;2012
"Breogan";"m";0;1;1;1;2015
"Breshna";"w";0;1;1;1;2010
"Bretling";"m";0;1;1;1;2011
"Brian";"m";1;2;4;1;2010
"Brian";"m";1;2;1;1;2011
"Brian";"m";1;2;2;1;2012
"Brian";"m";1;2;2;1;2013
"Brian";"m";1;2;5;1;2014
"Brian";"m";1;2;1;1;2015
"Brian";"m";1;2;2;1;2016
"Brian";"m";1;2;3;1;2017
"Brian";"m";1;2;2;1;2018
"Brian-Emilio";"m";0;1;1;1;2018
"Brian-Longa";"m";0;1;1;1;2016
"Brian-Yanne";"m";0;1;1;1;2012
"Briana";"w";0;1;1;1;2016
"Brianna";"w";0;2;2;1;2013
"Brianne";"w";0;1;1;1;2013
"Brice";"m";0;1;1;1;2010
"Bridged";"w";0;1;1;1;2012
"Bridie";"w";0;1;1;1;2013
"Brienna";"w";0;1;1;1;2014
"Brienne";"w";0;1;1;1;2015
"Brier";"m";0;1;1;1;2015
"Bright";"w";0;1;1;1;2013
"Bright";"w";0;1;1;1;2015
"Brighton";"m";0;1;1;1;2011
"Brigitta";"w";0;1;1;1;2016
"Brigitte";"w";3;1;1;1;2010
"Brigitte";"w";3;1;4;1;2011
"Brigitte";"w";3;1;5;1;2012
"Brigitte";"w";3;1;1;1;2013
"Brigitte";"w";3;1;4;1;2014
"Brigitte";"w";3;1;1;1;2015
"Brigitte";"w";3;1;1;1;2016
"Brihat";"m";0;1;1;1;2015
"Brini";"w";0;1;1;1;2016
"Brinnese";"w";0;1;1;1;2016
"Briona";"w";0;1;1;1;2010
"Brisa";"w";0;1;1;1;2013
"Briseide";"w";0;1;1;1;2015
"Brita";"w";0;1;1;1;2013
"Britney";"w";0;1;1;1;2017
"Britta";"w";0;1;1;1;2012
"Brittany";"w";0;1;1;1;2015
"Brixen";"m";0;1;1;1;2017
"Brixus";"m";0;1;1;1;2011
"Brodir";"m";0;1;1;1;2014
"Broer";"m";0;1;1;1;2013
"Bronco";"m";0;1;1;1;2014
"Bronja";"w";0;1;1;1;2010
"Bronka";"w";0;1;1;1;2013
"Brooke";"w";0;1;1;1;2011
"Brooklyn";"m";0;1;1;1;2010
"Brooklyn";"m";0;1;1;1;2011
"Bruce";"m";0;1;1;1;2010
"Bruce";"m";0;1;1;1;2011
"Bruce";"m";0;1;1;1;2013
"Bruce";"m";0;1;1;1;2016
"Bruklin";"m";0;1;1;1;2014
"Bruna";"w";0.5;1;2;1;2011
"Bruna";"w";0.5;1;1;1;2013
"Bruna";"w";0.5;1;1;1;2018
"Brunhilde";"w";0;1;1;1;2013
"Brunhilde";"w";0;1;1;1;2014
"Bruno";"m";5;19;12;1;2010
"Bruno";"m";5;19;17;1;2011
"Bruno";"m";5;19;18;1;2012
"Bruno";"m";5;19;25;1;2013
"Bruno";"m";5;19;16;1;2014
"Bruno";"m";5;19;24;1;2015
"Bruno";"m";5;19;19;1;2016
"Bruno";"m";5;19;22;1;2017
"Bruno";"m";5;19;21;1;2018
"Brusk";"m";0;1;1;1;2011
"Bryan";"m";2;3;4;1;2010
"Bryan";"m";2;3;3;1;2011
"Bryan";"m";2;3;3;1;2012
"Bryan";"m";2;3;1;1;2013
"Bryan";"m";2;3;4;1;2014
"Bryan";"m";2;3;1;1;2015
"Bryan";"m";2;3;2;1;2016
"Bryan";"m";2;3;4;1;2017
"Bryan";"m";2;3;4;1;2018
"Bsaf";"m";0;1;1;1;2012
"Bućković";"w";0;1;1;1;2013
"Buana";"m";0;1;1;1;2011
"Buğlem";"w";0.5;1.5;1;1;2014
"Buğlem";"w";0.5;1.5;2;1;2015
"Buğlemsu";"w";0;1;1;1;2012
"Buğra";"m";0;1;3;1;2010
"Buğra";"m";0;1;1;1;2011
"Buğra";"m";0;1;1;1;2013
"Buğra";"m";0;1;1;1;2014
"Buğra";"m";0;1;1;1;2016
"Buba";"w";0;1;1;1;2011
"Bubacarr";"m";0;1;1;1;2010
"Buco";"m";0;1;1;1;2011
"Budianto";"m";0;1;1;1;2018
"Budimir";"m";0;1;1;1;2010
"Bugra";"m";0;1;1;1;2011
"Bugra";"m";0;1;1;1;2014
"Bujar";"m";0;1;1;1;2016
"Buket";"w";0;1;1;1;2013
"Buket";"w";0;1;1;1;2014
"Buky";"w";0;1;1;1;2011
"Bulut";"m";0;1;1;1;2014
"Bulut";"m";0;1;1;1;2015
"Burçak";"w";0;1;1;1;2015
"Burçin";"w";0;1;1;1;2012
"Burak";"m";2;4;3;1;2010
"Burak";"m";2;4;3;1;2011
"Burak";"m";2;4;5;1;2012
"Burak";"m";2;4;4;1;2013
"Burak";"m";2;4;6;1;2014
"Burak";"m";2;4;6;1;2015
"Burak";"m";2;4;4;1;2016
"Burak";"m";2;4;2;1;2017
"Burak";"m";2;4;1;1;2018
"Buraq";"m";0;1;1;1;2012
"Buray";"m";0;2;2;1;2017
"Burcu";"w";0.5;1;1;1;2010
"Burcu";"w";0.5;1;1;1;2012
"Burcu";"w";0.5;1;2;1;2013
"Burga";"w";0;1;1;1;2012
"Burgi";"w";0;1;1;1;2014
"Burhan";"m";2.5;3.5;6;1;2013
"Burhan";"m";2.5;3.5;1;1;2016
"Burkard";"m";0;1;1;1;2015
"Burkhard";"m";0.5;1.5;1;1;2013
"Burkhard";"m";0.5;1.5;2;1;2016
"Buron";"m";0;1;1;1;2015
"Buron";"m";0;1;1;1;2016
"Bushra";"w";0;1;1;1;2018
"Byeol";"w";0;1;1;1;2012
"Bynjamin";"m";0;1;1;1;2010
"Byron";"m";0;1;1;1;2011
"Byron";"m";0;1;1;1;2013
"Ca";"w";0;1;1;1;2015
"Cäcilia";"w";1;3;3;1;2010
"Cäcilia";"w";1;3;3;1;2011
"Cäcilia";"w";1;3;3;1;2012
"Cäcilia";"w";1;3;1;1;2013
"Cäcilia";"w";1;3;5;1;2014
"Cäcilia";"w";1;3;2;1;2015
"Cäcilia";"w";1;3;2;1;2016
"Cäcilie";"w";1;1;1;1;2010
"Cäcilie";"w";1;1;2;1;2013
"Cäcilie";"w";1;1;2;1;2014
"Cäcilie";"w";1;1;1;1;2015
"Cäcilie";"w";1;1;1;1;2016
"Cécile";"w";1;1;3;1;2010
"Cécile";"w";1;1;1;1;2011
"Cécile";"w";1;1;1;1;2013
"Cécilia";"w";0;2;2;1;2017
"Cédric";"m";0;1;1;1;2013
"Céleste";"w";0;1;1;1;2011
"Céleste";"w";0;1;1;1;2016
"Célestia";"w";0;1;1;1;2012
"Célestine";"w";0;1;1;1;2010
"Célia";"w";0;1;1;1;2016
"Céline";"w";1;1;1;1;2011
"Céline";"w";1;1;4;1;2012
"Céline";"w";1;1;1;1;2013
"Céline";"w";1;1;1;1;2015
"Céline";"w";1;1;1;1;2016
"Céline";"w";1;1;2;1;2017
"Céline";"w";1;1;2;1;2018
"Célio";"m";0;1;1;1;2018
"Céphanam";"m";0;1;1;1;2015
"César";"m";1;1;3;1;2011
"César";"m";1;1;1;1;2014
"César";"m";1;1;1;1;2016
"Césare";"m";0;1;1;1;2016
"Cātālina";"w";0;1;1;1;2010
"Cüneyd";"m";0;1;1;1;2015
"Cüneyt";"m";0;1;1;1;2010
"Cüneyt";"m";0;1;1;1;2012
"Cüneyt";"m";0;1;1;1;2013
"Cağrı";"m";0;1;1;1;2010
"Cabading";"m";0;1;1;1;2016
"Cado";"w";0;1;1;1;2016
"Cady";"w";0;1;1;1;2010
"Cady-Melina";"w";0;1;1;1;2011
"Caecilia";"w";0;1;1;1;2012
"Caecilia";"w";0;1;1;1;2015
"Caelan";"m";0;1;1;1;2013
"Caesar";"m";0;1;1;1;2010
"Caesar";"m";0;1;1;1;2012
"Caetano";"m";0;1;1;1;2016
"Cafar";"m";0;1;1;1;2014
"Cafer";"m";1;1.5;2;1;2011
"Cafer";"m";1;1.5;1;1;2015
"Cafer";"m";1;1.5;1;1;2016
"Cafer";"m";1;1.5;2;1;2018
"Caflice";"m";0;1;1;1;2012
"Cagatay";"m";0;1;1;1;2010
"Cagatay";"m";0;1;1;1;2012
"Cagatay";"m";0;1;1;1;2017
"Cagatay";"m";0;1;1;1;2018
"Cagla";"w";0;1;1;1;2011
"Cahan";"m";0;1;1;1;2016
"Cai";"w";0;1;1;1;2014
"Caia";"w";0;1;1;1;2013
"Caiden";"m";0;1;1;1;2013
"Caillen";"m";0;1;1;1;2015
"Cains";"m";0;1;1;1;2015
"Caio";"m";0;1;1;1;2012
"Caio";"m";0;1;1;1;2014
"Caio";"m";0;1;1;1;2015
"Caio";"m";0;1;1;1;2016
"Caio";"m";0;1;1;1;2017
"Caithlynn";"w";0;1;1;1;2011
"Caitlín";"w";0;1;1;1;2013
"Caitlin";"w";0;1;1;1;2010
"Caitlin";"w";0;1;1;1;2012
"Caitlin";"w";0;1;1;1;2017
"Caitlyn";"w";0;1;1;1;2010
"Caitlyn";"w";0;1;1;1;2012
"Caitlyn";"w";0;1;1;1;2015
"Caius";"m";0;1;1;1;2015
"Caja";"w";0;1;1;1;2011
"Caja";"w";0;1;1;1;2014
"Caja";"w";0;1;1;1;2017
"Cajus";"m";0;1;1;1;2013
"Cajus";"m";0;1;1;1;2016
"Cale";"m";0;1;1;1;2012
"Caleb";"m";0;1;1;1;2010
"Caleb";"m";0;1;1;1;2011
"Caleb";"m";0;1;1;1;2012
"Caleb";"m";0;1;1;1;2016
"Caleb";"m";0;1;1;1;2018
"Caleb-Junior";"m";0;1;1;1;2014
"Caleo";"m";0;1;1;1;2018
"Cali";"m";0;1;1;1;2014
"Calima";"w";0;1;1;1;2015
"Calin";"m";0;1;1;1;2012
"Calina";"w";0;1;1;1;2017
"Caliope";"w";0;1;1;1;2010
"Calissa";"w";0;1;1;1;2011
"Calista";"w";1;2;1;1;2010
"Calista";"w";1;2;3;1;2012
"Caliste";"w";0;1;1;1;2011
"Calixta";"w";0;1;1;1;2017
"Calla";"w";0;1;1;1;2010
"Calle";"m";0;1;1;1;2011
"Calliope";"w";0;1;1;1;2016
"Callum";"m";0;1;1;1;2010
"Callum";"m";0;1;1;1;2011
"Callum";"m";0;1;1;1;2013
"Calogero";"m";1;1;1;1;2010
"Calogero";"m";1;1;3;1;2011
"Calogero";"m";1;1;6;1;2012
"Calogero";"m";1;1;1;1;2013
"Calogero";"m";1;1;1;1;2014
"Calogero";"m";1;1;2;1;2015
"Calogero";"m";1;1;1;1;2016
"Calogero";"m";1;1;1;1;2017
"Calogero";"m";1;1;1;1;2018
"Caluanã";"m";0;1;1;1;2010
"Calum";"m";0;1;1;1;2013
"Calum";"m";0;1;1;1;2014
"Calum";"m";0;1;1;1;2015
"Calvin";"m";0.75;1;1;1;2012
"Calvin";"m";0.75;1;3;1;2013
"Calvin";"m";0.75;1;1;1;2014
"Calvin";"m";0.75;1;1;1;2015
"Calvin";"m";0.75;1;2;1;2016
"Calvin";"m";0.75;1;1;1;2018
"Camara";"w";0;1;1;1;2015
"Cameron";"m";0;1;1;1;2010
"Cami";"w";0;1;1;1;2012
"Camie";"w";0;1;1;1;2013
"Camiel";"m";0;1;1;1;2015
"Camil";"m";0;1;1;1;2011
"Camila";"w";0;1;1;1;2013
"Camila";"w";0;1;1;1;2017
"Camila";"w";0;1;1;1;2018
"Camili";"m";0;1;1;1;2016
"Camilia";"w";0;1;1;1;2017
"Camilla";"w";1;1;1;1;2010
"Camilla";"w";1;1;2;1;2011
"Camilla";"w";1;1;1;1;2012
"Camilla";"w";1;1;1;1;2013
"Camilla";"w";1;1;1;1;2014
"Camilla";"w";1;1;2;1;2015
"Camilla";"w";1;1;1;1;2016
"Camilla";"w";1;1;1;1;2017
"Camilla";"w";1;1;2;1;2018
"Camille";"m";0;1;1;1;2011
"Camille";"w";0.5;2;2;1;2011
"Camille";"w";0.5;2;2;1;2012
"Camille";"w";0.5;2;1;1;2013
"Camille";"w";0.5;2;1;1;2014
"Camille";"w";0.5;2;2;1;2015
"Camille";"w";0.5;2;2;1;2016
"Camille";"w";0.5;2;5;1;2018
"Camilo";"m";1;2;2;1;2011
"Camilo";"m";1;2;2;1;2012
"Camilo";"m";1;2;2;1;2013
"Camilo";"m";1;2;2;1;2015
"Camilo";"m";1;2;1;1;2016
"Camilo";"m";1;2;1;1;2017
"Camilo";"m";1;2;1;1;2018
"Campbell";"m";0;1;1;1;2016
"Can";"m";5;27;27;1;2010
"Can";"m";5;27;26;1;2011
"Can";"m";5;27;27;1;2012
"Can";"m";5;27;36;1;2013
"Can";"m";5;27;28;1;2014
"Can";"m";5;27;36;1;2015
"Can";"m";5;27;31;1;2016
"Can";"m";5;27;12;1;2017
"Can";"m";5;27;8;1;2018
"Can";"w";0;1;1;1;2013
"Can";"w";0;1;1;1;2015
"Can";"w";0;1;1;1;2018
"Can-Alim";"m";0;1;1;1;2015
"Can-Kamêr";"m";0;1;1;1;2013
"Can-Luca";"m";1;2;3;1;2010
"Can-Luca";"m";1;2;1;1;2014
"Can-Nedžat";"m";0;1;1;1;2015
"Can-Pablo";"m";0;1;1;1;2010
"Cana";"w";0;1;1;1;2018
"Canan";"w";0;1;2;1;2011
"Canan";"w";0;1;1;1;2012
"Canan";"w";0;1;1;1;2014
"Canan";"w";0;1;1;1;2017
"Canan";"w";0;1;1;1;2018
"Canan-Amelia";"w";0;1;1;1;2010
"Canay";"m";0;1;1;1;2011
"Canay";"w";0;1;1;1;2010
"Canberk";"m";0;1;1;1;2016
"Candace";"w";0;1;1;1;2015
"Candan";"w";0;1;1;1;2014
"Candela";"w";0;1;1;1;2014
"Candelaria";"w";0;1;1;1;2011
"Candra";"w";0;1;1;1;2013
"Candy";"w";0;1;1;1;2012
"Candy";"w";0;1;1;1;2013
"Canel";"m";0.5;1;2;1;2010
"Canel";"m";0.5;1;1;1;2012
"Canel";"m";0.5;1;1;1;2013
"Caner";"m";1.5;2;4;1;2011
"Caner";"m";1.5;2;2;1;2012
"Caner";"m";1.5;2;1;1;2013
"Caner";"m";1.5;2;1;1;2014
"Caner";"m";1.5;2;3;1;2015
"Caner";"m";1.5;2;2;1;2016
"Cangazi";"m";0;1;1;1;2015
"Cankut";"m";0;1;1;1;2011
"Canluca";"m";0;1;1;1;2018
"Canmerdan";"m";0;1;1;1;2015
"Canpolat";"m";0;1;1;1;2012
"Cansın";"m";0;1;1;1;2013
"Cansın";"w";0;1;1;1;2015
"Cansın";"w";0;1;1;1;2016
"Canse";"w";0;1;1;1;2012
"Cansu";"w";1.25;2;7;1;2010
"Cansu";"w";1.25;2;1;1;2011
"Cansu";"w";1.25;2;2;1;2012
"Cansu";"w";1.25;2;2;1;2013
"Cansu";"w";1.25;2;2;1;2014
"Cansu";"w";1.25;2;8;1;2015
"Cansu";"w";1.25;2;2;1;2016
"Cansu";"w";1.25;2;2;1;2017
"Canyi";"w";0;1;1;1;2014
"Caprice";"w";0;2;2;1;2012
"Capucine";"w";0;1;1;1;2011
"Cara";"w";1.25;3;1;1;2010
"Cara";"w";1.25;3;5;1;2011
"Cara";"w";1.25;3;2;1;2012
"Cara";"w";1.25;3;1;1;2013
"Cara";"w";1.25;3;3;1;2014
"Cara";"w";1.25;3;3;1;2015
"Cara";"w";1.25;3;3;1;2016
"Cara";"w";1.25;3;3;1;2018
"Caren";"m";0;1;1;1;2012
"Cari";"w";0;1;1;1;2011
"Cari";"w";0;1;1;1;2015
"Caridad";"w";0.5;1.5;1;1;2012
"Caridad";"w";0.5;1.5;2;1;2013
"Carim";"m";0;1;1;1;2010
"Carin";"w";0;2;2;1;2016
"Carina";"w";2.25;1.5;2;1;2010
"Carina";"w";2.25;1.5;4;1;2011
"Carina";"w";2.25;1.5;1;1;2012
"Carina";"w";2.25;1.5;1;1;2013
"Carina";"w";2.25;1.5;4;1;2014
"Carina";"w";2.25;1.5;1;1;2015
"Carina";"w";2.25;1.5;3;1;2016
"Carina";"w";2.25;1.5;1;1;2018
"Cario";"m";0;1;1;1;2010
"Carl";"m";5;25;24;1;2010
"Carl";"m";5;25;24;1;2011
"Carl";"m";5;25;29;1;2012
"Carl";"m";5;25;25;1;2013
"Carl";"m";5;25;27;1;2014
"Carl";"m";5;25;32;1;2015
"Carl";"m";5;25;31;1;2016
"Carl";"m";5;25;22;1;2017
"Carl";"m";5;25;21;1;2018
"Carl";"w";0;1;1;1;2012
"Carl-Benjamin";"m";0;1;1;1;2010
"Carl-Justus";"m";0;1;1;1;2010
"Carl-Louis";"m";0;1;1;1;2012
"Carl-Oscar";"w";0;1;1;1;2017
"Carla";"w";8;26;36;1;2010
"Carla";"w";8;26;30;1;2011
"Carla";"w";8;26;24;1;2012
"Carla";"w";8;26;23;1;2013
"Carla";"w";8;26;26;1;2014
"Carla";"w";8;26;36;1;2015
"Carla";"w";8;26;24;1;2016
"Carla";"w";8;26;32;1;2017
"Carla";"w";8;26;25;1;2018
"Carla-Marie";"w";0;2;2;1;2014
"Carla-Sophie";"w";0;1;1;1;2012
"Carlan";"m";0;1;1;1;2013
"Carles";"m";0;1;1;1;2015
"Carlian";"w";0;1;1;1;2017
"Carlie";"w";0.5;2;1;1;2012
"Carlie";"w";0.5;2;2;1;2017
"Carlie";"w";0.5;2;2;1;2018
"Carlien";"w";0;1;1;1;2017
"Carlina";"w";0;1;1;1;2017
"Carlito";"m";0;1;1;1;2013
"Carlito";"m";0;1;1;1;2015
"Carlo";"m";4;13;5;1;2010
"Carlo";"m";4;13;9;1;2011
"Carlo";"m";4;13;7;1;2012
"Carlo";"m";4;13;9;1;2013
"Carlo";"m";4;13;13;1;2014
"Carlo";"m";4;13;17;1;2015
"Carlo";"m";4;13;13;1;2016
"Carlo";"m";4;13;13;1;2017
"Carlo";"m";4;13;15;1;2018
"Carlo-Juliano";"m";0;1;1;1;2017
"Carlos";"m";3;7;8;1;2010
"Carlos";"m";3;7;8;1;2011
"Carlos";"m";3;7;5;1;2012
"Carlos";"m";3;7;12;1;2013
"Carlos";"m";3;7;7;1;2014
"Carlos";"m";3;7;6;1;2015
"Carlos";"m";3;7;9;1;2016
"Carlos";"m";3;7;2;1;2017
"Carlos";"m";3;7;2;1;2018
"Carlos-Gabriel";"m";0;1;1;1;2016
"Carlos-Nelson";"m";0;1;1;1;2012
"Carlota";"w";1.5;1;1;1;2014
"Carlota";"w";1.5;1;4;1;2015
"Carlota";"w";1.5;1;1;1;2016
"Carlotta";"w";9;28;32;1;2010
"Carlotta";"w";9;28;33;1;2011
"Carlotta";"w";9;28;36;1;2012
"Carlotta";"w";9;28;26;1;2013
"Carlotta";"w";9;28;37;1;2014
"Carlotta";"w";9;28;23;1;2015
"Carlotta";"w";9;28;23;1;2016
"Carlotta";"w";9;28;28;1;2017
"Carlotta";"w";9;28;24;1;2018
"Carlsen";"m";0;1;1;1;2012
"Carlson";"m";0;1;1;1;2011
"Carmela";"w";0.5;1;1;1;2011
"Carmela";"w";0.5;1;1;1;2012
"Carmela";"w";0.5;1;3;1;2015
"Carmela";"w";0.5;1;1;1;2016
"Carmelina";"w";0;1;1;1;2011
"Carmelina";"w";0;1;1;1;2013
"Carmelo";"m";1.5;2;2;1;2010
"Carmelo";"m";1.5;2;3;1;2011
"Carmelo";"m";1.5;2;4;1;2012
"Carmelo";"m";1.5;2;1;1;2014
"Carmelo";"m";1.5;2;1;1;2015
"Carmelo";"m";1.5;2;2;1;2016
"Carmelo";"m";1.5;2;1;1;2017
"Carmen";"m";0;1;1;1;2011
"Carmen";"w";2;1;4;1;2010
"Carmen";"w";2;1;1;1;2012
"Carmen";"w";2;1;1;1;2014
"Carmen";"w";2;1;3;1;2015
"Carmen";"w";2;1;1;1;2017
"Carmine";"m";0;1;1;1;2015
"Carmine";"m";0;1;1;1;2016
"Carol";"m";0;1;1;1;2015
"Carol";"m";0;1;1;1;2016
"Carol";"w";0;1;1;1;2017
"Carola";"w";0.5;2.5;2;1;2011
"Carola";"w";0.5;2.5;3;1;2012
"Carolin";"w";3.25;5.5;5;1;2010
"Carolin";"w";3.25;5.5;12;1;2011
"Carolin";"w";3.25;5.5;11;1;2012
"Carolin";"w";3.25;5.5;6;1;2013
"Carolin";"w";3.25;5.5;4;1;2014
"Carolin";"w";3.25;5.5;2;1;2015
"Carolin";"w";3.25;5.5;7;1;2016
"Carolin";"w";3.25;5.5;5;1;2017
"Carolina";"w";5;9;9;1;2010
"Carolina";"w";5;9;10;1;2011
"Carolina";"w";5;9;10;1;2012
"Carolina";"w";5;9;11;1;2013
"Carolina";"w";5;9;2;1;2014
"Carolina";"w";5;9;10;1;2015
"Carolina";"w";5;9;7;1;2016
"Carolina";"w";5;9;5;1;2017
"Carolina";"w";5;9;1;1;2018
"Caroline";"m";0;1;1;1;2013
"Caroline";"w";3;7;7;1;2010
"Caroline";"w";3;7;8;1;2011
"Caroline";"w";3;7;11;1;2012
"Caroline";"w";3;7;5;1;2013
"Caroline";"w";3;7;9;1;2014
"Caroline";"w";3;7;8;1;2015
"Caroline";"w";3;7;6;1;2016
"Caroline";"w";3;7;2;1;2017
"Caroline";"w";3;7;2;1;2018
"Carolus";"m";0;1;1;1;2010
"Carrie";"w";0;1;1;1;2017
"Carry";"w";0;1;1;1;2011
"Carsta";"w";0;1;1;1;2012
"Carsten";"m";1;2;2;1;2010
"Carsten";"m";1;2;2;1;2011
"Carsten";"m";1;2;3;1;2013
"Carsten";"m";1;2;1;1;2014
"Carsten";"m";1;2;1;1;2018
"Cas";"m";0;1;1;1;2016
"Casandra";"w";0;1;1;1;2010
"Casey";"m";0;1;1;1;2013
"Casey";"w";0;1;1;1;2011
"Cashmir";"w";0;1;1;1;2012
"Casia";"w";0;1;1;1;2015
"Casian";"m";0;1;1;1;2014
"Casian";"m";0;1;1;1;2017
"Casiana";"w";0;1;1;1;2010
"Casim";"m";0;1;1;1;2011
"Casimir";"m";0.5;2;1;1;2014
"Casimir";"m";0.5;2;2;1;2015
"Casimir";"m";0.5;2;2;1;2016
"Casino";"m";0;1;1;1;2011
"Caspar";"m";7;14;10;1;2010
"Caspar";"m";7;14;16;1;2011
"Caspar";"m";7;14;13;1;2012
"Caspar";"m";7;14;19;1;2013
"Caspar";"m";7;14;17;1;2014
"Caspar";"m";7;14;14;1;2015
"Caspar";"m";7;14;17;1;2016
"Caspar";"m";7;14;10;1;2017
"Caspar";"m";7;14;9;1;2018
"Caspar-Aurelius";"m";0;1;1;1;2013
"Casper";"m";2.5;3.5;3;1;2010
"Casper";"m";2.5;3.5;2;1;2012
"Casper";"m";2.5;3.5;6;1;2013
"Casper";"m";2.5;3.5;2;1;2014
"Casper";"m";2.5;3.5;5;1;2015
"Casper";"m";2.5;3.5;6;1;2016
"Casper";"m";2.5;3.5;4;1;2017
"Casper";"m";2.5;3.5;3;1;2018
"Cassandra";"w";1;2;2;1;2010
"Cassandra";"w";1;2;4;1;2011
"Cassandra";"w";1;2;1;1;2012
"Cassandra";"w";1;2;1;1;2013
"Cassandra";"w";1;2;2;1;2014
"Cassandra";"w";1;2;2;1;2016
"Cassandra";"w";1;2;1;1;2017
"Cassandro";"m";0;1;1;1;2011
"Cassia";"w";0;1;1;1;2015
"Cassia";"w";0;1;1;1;2017
"Cassian";"m";1;1.5;2;1;2010
"Cassian";"m";1;1.5;1;1;2011
"Cassian";"m";1;1.5;3;1;2012
"Cassian";"m";1;1.5;2;1;2013
"Cassian";"m";1;1.5;1;1;2015
"Cassian";"m";1;1.5;1;1;2016
"Cassidy";"w";0;1;1;1;2011
"Cassidy";"w";0;1;1;1;2016
"Cassie";"w";0;1;1;1;2012
"Cassiopeia";"w";0.5;1.5;2;1;2015
"Cassiopeia";"w";0.5;1.5;1;1;2018
"Cassius";"m";0;1;1;1;2010
"Cassius";"m";0;1;1;1;2018
"Castiel";"m";1;1;1;1;2013
"Castiel";"m";1;1;1;1;2014
"Castiel";"m";1;1;3;1;2015
"Castiel";"m";1;1;2;1;2016
"Castiel";"m";1;1;1;1;2017
"Castor";"m";0;1;1;1;2014
"Catalea";"w";0;1;1;1;2011
"Catalea";"w";0;1;1;1;2014
"Catalea";"w";0;1;1;1;2018
"Cataleah-Emilia";"w";0;1;1;1;2018
